Movie,Review
Harry Potter,"The first film in the epic ""Harry Potter"" series, directed by kiddie-movie specialist Chris Columbus, feels a bit slight compared to some of the stories that followed it, but there are many delights here for both Potter fans and fantasy movie fans in general. The fun of the movie always feels a bit contrived and forced, which I think is mostly the fault of the director. But on the other hand a wonderful cast was brought together for this film, a cast which formed the core of the solid ensemble that carried through the rest of the film series (so far). By that I mean not so much the 3 primary child actors, who in this film showed no particular flair or talent (though they look and feel right good casting as opposed to good performing, for the most part) but moreso the supporting cast of mostly British actors."
Harry Potter,"I truly missed this one when it came out in theatres,but now that it is out on videocassette and DVD,I finally got the chance to see last night for the very first time. However,since this was based on the popular best-selling children's books by J.K. Rowling this was a fantasy feature that has come to life. This lavish film version ends up working on both levels: as a stand-alone motion picture and as a worthy adaption of a novel that,while hardly a literary landmark,is nevertheless brilliantly funny,inventive and full of imaginary spunk. Director Chris Columbus has a deserved reputation for making cloying films(Home Alone,Mrs. Doubtfire and Bicentennial Man),but here he has deftly allowed the movie to carefully walked the precious line between being too syrupy for adults and too grave for children(there are some very scary scenes here that may be too intense for those under the age of 12 since the film carries a stern ""PG"" rating). In other words,this movie is way,way,COOL! Even though it was just a flick for the kiddies,it was spectacle beyond belief. Part Wizard of Oz,the flying sequence of both Steven Spielburg's E.T.,and part Return Of The Jedi,this was a must see. A grand technical achievement."
Batman,"I've long found the idea of Batman—a billionaire playboy who dresses as a bat to fight crime—just a little too ridiculous to take seriously (and I guess I'm not alone in that thought, given the cartoonish approach taken with the character in the past); however, after the Clooney-Schwarzeneggar debacle that was Batman and Robin, which took camp to a whole new level, a darker, grittier look and feel was inevitable for any franchise reboot."
Star Wars,"This movie is just a mess. If fanbase is mad at Rian Johnson than maybe this movie is perfect for them ... The characters didn't know what to do and J.J. deleted The Last Jedi so this is basically not a trilogy. The only thing I'm happy about is the screentime that Rose got, I couldn't stand her in The Last Jedi. Also, Adam Driver carried this trilogy and that is sad, not because he is a bad actor (he is one of the best actors of this generation) but because it is Star Wars."
Star Wars,"The best Star Wars is in my opinion spaceballs. Innovative, fun, entertaining, environmentally related even deep. Plus, it does not need nine attempts to tell a clear, comprehensive and cohesive story."
Harry Potter,Having not read the book & expecting a good film.
Batman,"So they wanted to reinvent Batman. And they did it with a mentoring sequence, an evil mentor, a psychological problem, a Q from James Bond movies, a sweetheart from the childhood, good cop, bad cop, a scarecrow as an enemy, a drug to make the city in fear. OK. Good work."
Harry Potter,I'm going to leave the same review at every Harry Potter film. The Harry Potter film series is seriously the best! I can watch it over and over again and I will never get tired of it. I love this whole magic world and I love how perfectly connected the series are. I was a huge fan when I was a child and I surely still am - 10/10!!
Harry Potter,"I reviewed this film about a year ago when I had seen it for the first time and I said that I liked the book more but the more I see this film I have discovered that I like the movie just as much as the book.  I think that Harry Potter is such a great book and movie series.  I personally love the fact that they started making the movies because now along with my visualizations that I have, I also have the visualizations that go along with the movie.  I can't wait until Harry Potter and the Prisoner of Azkaban(my favorite out of all the books) comes out, I believe that it will be the coolest book to see on the big screen."
Star Wars,"If this was a standalone, none Star Wars movie, I would say this movie was watchable, and score it a 5. But being a Star Wars movie with a distinct purpose, it falls flat with a meaningless storyline and non emotional action sequences. Still trying to wrap my head around some people trashing the prequel trilogies, which did have their minor flaws, and praising this sequel trilogy, which was one, big gigantic flaw !"
Batman,"I got a chance to see 'Batman Begins' just this past Friday evening. I must say that before seeing the film, I felt in my heart this is the 'Batman' film we've been waiting for. Within ten minutes into the movie, I turned to my date and said to her, ""This is it! This is the movie!"" I just can't believe that after all these years, Warner Bros. finally got it right. For me the most intriguing part of the film, apart from the great script, and great acting, was Christopher Nolan's decision to base the film in reality. Deciding that Batman could really exist in our universe and our world was a stroke of genius. Another aspect of the film that's so refreshing is that instead of the focus being on the villain, Batman is the film's star. And rightly so. It's amazing what can happen when a studio leaves a respected director, and the creative team alone, and allow them to make the best movie possible. The only two negatives that I can think of is Katie Holmes and the fight sequences. Holmes does indeed look like a teenager playing grown-up. Her performance isn't bad per SE, it's just that you really don't buy her as an Assistant D.A. As for the fight sequences, I felt the cameras angles were too tight on the action, edited too quickly, and lit too dark so that you really couldn't tell what was going on and determine who was hitting who. Maybe we can attribute this to the fact that Nolan is not an action director. Hopefully the next film will open up the fight sequences so we can actually see Batman use the martial arts skills he developed during his exile. But apart from those relatively minor quibbles, the film is excellent, and I'm definitely going back on opening day June 15th, and seeing it a second time. A third and fourth viewing is definitely not out of the question."
Star Wars,"It has been quite some time since I got excited about this franchise; I guess the TV shows maybe are doing more at the minute, but for the films there is little to get excited about within them, and probably far too many of them being made for all the 'proper' fan to make it a date. Rise of Skywalker had been largely panned by viewers and critics, but I decided it was a good Friday night sort of film - one that doesn't take too much effort to watch. I was correct because this film really doesn't have much of a plot to care about, and seems to have been patched together without a lot of thought to the whole."
Star Wars,"It's not George Lucas' vision. The main crew doesn't have the same chemistry has the original one. It has some loose ends...
This why it doesn't deserve 10/10.
It's the first (on the new trilogy) with a proper original story. TFA was like a remake of ANH and TLJ was a mix of moments of ROTJ and TESB. This one has its own idea, and it's a good one.
We can argue about some loose ends, for sure. But the story doesn't fail our expectations, it respects SW heritage and conflicts (the main one, the inner conflict to go down a dark path).
It's frantic and has amazing battles, fine light saber duels, it gives Rey a solid background.
There is a lot to like.
Forget about most reviews and enjoy!"
Harry Potter,"The first part of the movie is very good with an excellent re-creation of the atmosphere imagined by J. K Rowling in the book on which it was inspired. All visual special effects are very imaginative and of very good quality. The characters are well designed and very convincing. The human nature (bad or good) of these wizards is extremely well shaped and their performances extremely charming. Well this is true for the first part of the movie which shows, so to speak, the presentation of Hogwarth, the wizard school and its masters and students with a special prominence of the main character of Harry Potter (a well chosen charming child actor) and his two companions Hermione and Ron. However the second part in which the main plot of the searching for the sorcerer's stone develops itself, is much less brilliant in terms of imagination and special effects, becoming sometimes a bit dull and commonplace."
Harry Potter,"Harry Potter, arguably one of the most famous book series, didn't take long for to be adapted for the screen. Facing big expectations the first movie did well to hold its own. "
Star Wars,"To be honest I was somewhat enjoying the first part of the film, but then the second part started... Suddenly you leave ""Star Wars"" universe and enter the cheesiest realm of ""Twilight zone""... At this stage all common sense is abandoned and you enter drug zone. My inner voice honestly wants to scream ""What were you thinking""... Someone out there in ""Disney"" research department carefully picked all the good moments from ""Original"" trilogy and decided to throw them right into your face mixed with their own bad ideas to release it all in 40 min or so ..."
Harry Potter,"I must admit right up front that I have never read the J.K. Rowling novel on which `Harry Potter: The Sorcerer's Stone' is based.  As a result, I come to the movie `cold' as it were, being neither a full-fledged aficionado nor an inveterate denigrator of this phenomenally popular book series that, in the past few years, has taken the literary world by storm.  Thus, I will not be able to say to what degree Chris Columbus' handsomely designed film adaptation does or does not do justice to its source.  All I can say is how the film struck someone like myself who comes to the material fresh and without expectations of any kind. Well, the verdict, I must say, is a decidedly mixed one, so please allow me to elaborate."
Star Wars,"A terrible movie for Star Wars, cinema or art fans.
It crushes the force and takes Mary Sue-ism and unexplained occurrences to a new height. Frankly, and we have known this all along, the actors and actresses are poor."
Star Wars,"Dreadful. A boring, poorly acted, disrespectful, pointless pile of crud. Gets 2 stars because I liked the horse/pig things. Actually disappointed that the original cast had anything to do with this at all. They sold their credibility out completely. Appreciate money is a motivator, but they can't be that skint surely? Praying they were ""forced"" at gun point to do this. Would explain the wooden acting. And as for Ridley, Boyega and Isaac... Remember the excitement we felt as star wars fans that we were finally going to see the old cast get together again? Do you think the same excitement will be felt in 30 years over those 3? It will be more of a case of who? Oh yeah them.. Where did they drag them out from? I have never seen a more wooden actress than Ridley. Across all 3 films Rey was possibly the lamest, most pointless, irrelevant, boring, monotone, unbelievable character ever formulated in the history of cinema. Remember when Yoda kicked off with Doku in attack of the clones, or that wonderful scene in Rogue 1 when Vader storms the rebellion ship? Ever feel that excitement with any of her fight scenes? Nah me either. Why? Because her character was as dull as dishwater. I quote her feelings on the force.. ""It's a power that Jedi have that lets them control people and-make things float."" ... Deep, really deep. Make sure you say that in your head as flat as you possibly can to get the full ""Rey"" effect. I mean I appreciate she was a victim of a poor script, story and production but Jesus her delivery was as flat as a pancake. And Finn, oh Finn!! The chemistry between him and Rey was just.. Non existent. The comical dialogue! It was like watching two 4 years olds trying to recite Shakespeare, though I'm sure most could do a better job."
Harry Potter,"This first Harry Potter surprised me. Not a reader of the books nor a proponent of occult beliefs, I still went into this with an open mind and found I enjoyed the movie. I watched the first three films and own the third (""Harry Potter and Prisoner Of Azkaban"")."
Batman,"Batman Begins was a massive breath of fresh air when it came out in 2005. Coming 8 years after Warner Brothers jumped the bat, as it were, with Joel Schumacher's childish mess, ""Batman and Robin"", Christopher Nolan's Batman Begins brought a maturity and seriousness to The Caped Crusader that had been absent since Tim Burton left the world of Gotham. While Batman Begins might not boast the visual prowess or rich villains of Burton's two Batman movies, it fleshed out the character of Bruce Wayne in a way no movie has since."
Harry Potter,"I am getting annoyed with all the extreme reviews
Too many 10/10s and definitely too many 1/10s.
This is a lovely film which all children love. Some of the child actors aren't very good, but they improved as the series of films progressed. The adult actors are terrific. The creme of British actors, perfectly cast and having a great time.
The locations and music are very good and the film is well paced."
Harry Potter,"Word for word, it followed the book.  Some people may see this as a good thing, but the best film adaptations of books are the ones that take the FEELINGS and THEMES from the book and transform them from the written format to the screen.  This movie, however, was like listening to a cassette of the book with silly little special effects and poor animations carrying out the actions."
Harry Potter,Harry Potter is a magical and fun movie.
Harry Potter,Pretty decent movie but I think the book is better
Harry Potter,"This film is what got into Harry Potter. After I had seen Harry Potter and the Philosopher's Stone, I had read the original novel and the rest of the series. I know that is a bit unorthodox, but that's me."
Harry Potter,"Harry Potter is an orphaned child whom is living an ordinary existence with his aunt and uncle (though they treat him like dirt whilst they allow their spoilt son free reign). However, when several mysterious letter continue to arrive in Harry's name, this eventually leads to a meeting with Hagrid whom informs Harry that he has been selected for a school for magicians known as Hogwarts... Although Harry is initially excited at the prospect of attending such a school he soon learns that there are many dangers and several characters whom he feels he is unable to trust..."
Star Wars,"I had a good experience watching this the first time at the theater....but that was cause of the theater. It's not until I watched it again until I realized that it sucks. I grew up with the Star Wars franchise and these last two movies have been so horrible I'm not sure if they're worse than phantom menace or not, they might be."
Star Wars,"Please, hang with me. This is a fairly long review. I'm going to say some things that some readers will disagree with, some things they might find offensive, and I'm sorry about that. I adore Star Wars and hope that people who disagree can still engage in healthy, respectful discussion. My Star Wars fan friends disagree with each other about certain parts of the saga, but we always remain respectful, and we have plenty of fun and insightful conversations. Hopefully readers will use this review as jumping off point for conversations of their own."
Batman,"Over the years the Gotham City that was once a dark place lined with evil and corruption, in desperate need of a hero, deteriorated into a circus tent of Hollywood displays with over-dramatic architecture and special effects... Where criminals dance around in blacklight sensitive face paint and so-called villains compete for best comedic performance. Behind all the bright lights and all-star celebrity casting, we lost grasp of what the saga is really about: Batman."
Star Wars,I have watched this movie 4 times now and it gets worse everytime! I have NO Desire to watch this movie a 5'th time!
Batman,"A nice effort, I suppose, but a failure nonetheless. I actually prefer the first three installments of the 1980s & 1990s Batman franchise, though none of them are great movies, either. Tim Burton  and even Joel Schumacher  brought at least some vision into their Batman worlds. Nolan attempts to do this realistically  that was the original idea, anyway  but he is bogged down by screen writing and action movie clichés. There weren't half as many explosions in all four of the 90s Batman films combined. Batman Begins does little to deepen the story, as some critics have claimed. The backstory was told perfectly, and with great economy, in 1989's Batman. There was no emotion lost. Nolan takes nearly an hour to tell it, and he doesn't make it any more interesting. They didn't find a better actor to play Batman. Christian Bale is as dull as Keaton, Kilmer, and Clooney. The villains are uninteresting. Ra's Al Ghul (which is mispronounced throughout the film) has always been my least favorite of the Batman villains. Dr. Jonathan Crane, aka ""the Scarecrow"" is wonderfully played by Cillian Murphy when he's out of his mask, but he is supremely uninteresting when he's in it (doesn't help that Nolan resorts to stupid distorted images and noise pollution whenever he puts the mask on). Katie Holmes is a wonderful actress in small projects, but, like Natalie Portman, she doesn't translate well to blockbusters. Plus, Tom Cruise just ruined her for me. Gary Oldman and Tom Wilkinson are horribly miscast (Wilkinson as a mob boss?). They actually might have just switched roles and it would have been better. The only things the film gets excessively right are Alfred and Lucius Fox, played by Michael Caine and Morgan Freeman. But, really, while these two consummate actors bring an air of class to this kiddy pool, they out-act both the hero and the villains to such an extent that it warps the movie. I really should not desire more scenes with the butler. I should add Liam Neeson to that, as well. He's very good, and perfectly cast. Batman Begins is often a good actioner, but it should have been much better."
Harry Potter,"This is a fantasy film, the first in the long-running series of Harry Potter films, and is also known as Harry Potter and the Sorcerer's Stone. It is based on the novel of the same name, which is the first in the long-running series of novels."
Harry Potter,"This is the best harry potter film, it's great. it's so fun and i don't have much to say because i love it!"
Star Wars,"Allow me to preface this review by stating that I enjoy every Star Wars film (yes, including The Phantom Menace and Attack of the Clones) and this was no exception. It was a highly entertaining romp that included many fun call-backs to service long-term fans of the franchise, from revisiting the ruins of the Death Star to seeing the return of Luke Skywalker's X-Wing from A New Hope. That being said, The Rise of Skywalker suffered from indecision and inconsistency within itself and in the context of the Star Wars canon."
Batman,"This is the first Batman film i've ever saw. I heard that it was meant to be good so i took time out to watch it on Sky Movies the other night, i'm glad i did it was amazing!"
Star Wars,"I can't feel it. It's not there. Empty. The Star Wars feeling is gone. After episode 8 I thought maybe I'm just had to much hope that it would make feel the way I felt as a kid. But then The Mandalorian arrived and showed us all that it IS possible to find the Essenes of Star Wars again (not episode 4!!) Mando also made the Disney trilogy sink even more in my mind.
So, seeing episode 9, I just felt stupid for paying for it and wasting time like that. The identity politics is ridiculous and the whole movie feels stupid and illogical."
Harry Potter,"When the movie first came out, I was hesitant about seeing it because I was so enamored of the J.K. Rowling book. Therefore, I avoided it at the theater. When I finally bought the DVD I was sorry I hadn't seen it at the theater as I found that the movie was a truly worthy adaptation of the book. "
Harry Potter,"I love this movie, it is excellent. Everything in it is, acting, costumes, production, directing, script, photography, set decoration, etc. Kudos to the cast, crew, and filmmakers. Two Thumbs Way Up! 10 out of 10 golden stars. "
Harry Potter,Ghastly contrived nonsense. Despite its content of white versus black magic there is surprisingly little moral sense of good and evil. Has been accompanied by a cynical spawning of poorly designed and expensive plastic rubbish for parents to buy.
Batman,"I've seen all of Batman movies and they were OK at best and sometimes awful .. I nearly lost hope of this series but when I heard that Nolan is directing the next Batman .. I braced myself to a very good movie at least and Nolan hasn't let me down .. it is the only Batman movie that you could call a masterpiece even people who liked it less consider it a very good movie and the best batman (so far). This movie is loaded with class A starts (like other batman movies) but they are the best of the best .. Liam Neeson & Michael Caine were very good .. Morgan Freeman wasn't at his best but he was OK at least .. Christian Bale is a unique actor and I think he will show us great performance in other movies to come in the future .. he is the type of actor he will try everything and anything that makes his performance good .. keep in mind his awesome performance in ""The Machinist"" .. he has a great facial expresses that he uses very good .. Gary Oldman wasn't very good but wasn't bad either .. Cillian Murphy also was very good .. even Katie Holmes was good. The visual effects were convening and were so realistic that sometimes I feel that they didn't use much of computer effects. What can I say about this masterpiece !! in short, Christopher Nolan worked hardly on this movie and he surely has lifted it up to the masterpiece level .. everything sounds prefect in this movie. Do not miss it .. "
Batman,"This is the Batman movie I've been waiting for. The popular series has been on hiatus after the terrible 1997's Batman and Robin that nearly ruined the franchise. Well Batman is back and better than ever. In Batman Begins acclaimed writer/director Christopher Nolan explores the mysterious origins of the legendary Dark Knight. With an all star cast including Christian Bale, Michael Caine, Liam Neeson, Katie Holmes, Gary Oldman, Cillian Murphy, Tom Wilkinson, Rutger Hauer, Ken Wanatabe, and Morgan Freeman. You can go wrong with a cast like that. Christian Bale steps into the role of Bruce Wayne and Batman. He's phenomenal in the role playing three very distinct characters in one film pulling it off respectively. He plays the angry grown up Bruce who's full of rage and guilt, the arrogant billionaire playboy persona he shows to the public who spends his days dating beautiful super models and buying things that aren't for sale. Christian also plays Batman and he's the perfect choice to bring this popular character to life in ways that none of the other actors were able to no offense. Bale's fantastic in it and makes us care just as much about Bruce as we do Batman. The voice he came up with is fitting for the character and didn't bother me. Michael Caine is superb as Bruce's most trusted butler Alfred providing comic relief and acts as Bruce's conscious keeping him on the right track. Liam Neeson is solid as the mysterious Ducard who is Bruce's mentor. He offers him guidance and eventually becomes one of the films main villains later on in the movie. Liam is effective as both Bruce's mentor and a formidable foe to Batman. Well done. Katie Holmes is good as Assistant D.A. Rachel Dawes a childhood friend to Bruce and potential love interest. Gary Oldman is excellent as Jim Gordon one of the only honest cops left in Gotham City. Gary is so good you forget that he's acting. He inhabits the role of Gordon and is perfect for it. Cillian Murphy is exceptionally creepy as Dr. Jonathan Crane better known to comic book fans as the twisted Scarecrow. He's a gifted actor and his character does sort of take a back seat to Ra's in the third act but he was still good as the deranged villain. Tom Wilkinson is terrific as the menacing crime boss Carmine Falcone. He's the first villain Bruce faces when he returns to Gotham as Batman and Tom Wilkinson's role in the film may not be large but he proves to be another effective villain (like Neeson, Murphy, and Wanatabe) in the great ensemble cast. Rutger Hauer is solid as the greedy Mr Earle whose trying to take control of Wayne's company in his limited screen time. Ken Wanatabe's impressive as Ra's Al Ghul the cult leader of the League of Shadows. His part is very brief and he doesn't have much dialogue either but he makes the best of the small role of someone you definitely wouldn't want to mess with. Lastly veteran actor Morgan Freeman is fantastic as scientific genius Lucius Fox who works alone in the forgotten Applied Science Divsison located in the basement of Wayne Enterprises where Bruce finds the tools he needs to become Batman. Lucius helps Bruce in his quest of ridding Gotham of crime and corruption. His character may even very well know Bruce is Batman but there's an unspoken understanding and respect between them that grows into an admiring friendship. I quite honestly can't think of one thing about this movie that I didn't like. From director Christopher Nolan daring vision of bringing Batman into a realistic world to the great all star cast who are good in their roles to the exhilarating action sequences that at least felt very realistic and not something that was made up in a computer and of course the re-imagining the Batmobile known as The Tumbler. This Batmobile is truly unlike any other vehicle you've ever seen and they really did build it so the Tumbler can actually do nearly everything it does in the movie. It gets just enough screen time that makes you wanting more of it but in a good way. Also worth mentioning is the music for the movie by Hans Zimmer and James Newton Howard. It matches perfectly with whats happening on the screen and the tone of the film. Batman Begins is a spectacular adventure with plenty of action especially the second half. It's now one of my favorite movies and I can't wait to see what Christopher Nolan has in stored next for the sequel. Nolan has taken this Batman movie and done justice to the character. It has character development, drama, suspense, and humor (from mostly Caine, Freeman, and some from Bale) with just the right amount of action thats well executed including Bruce's fight with Ra's in the Himalayan monastery perched on a mountain, and an intense chase with Batman in the Tumbler on the streets and rooftops of Gotham. The action packed monorail chase sequence finale will have you on the edge of your seat too and if you're not than something's wrong with you. This film had a great balance of character development, action, drama, suspense, and some humor. Nolan is admirable in making this film crafting an intricate story that's a character driven action crime drama that makes you care about Bruce and Batman while he tries to save Gotham from sinister villains instead of just making it into a special effects extravaganza with zero character development, a poorly written plot, and so-so action sequences. Yeah I'm talking about you Spider-man 3 and Transformers 2. Overall I really enjoyed this movie and I recommend it to anyone looking for an entertaining action adventure based on a comic book. Go see it. You won't be disappointed with Batman Begins."
Batman,"What we see in this movie is the ""dark & gritty"" (TM) Batman, which was introduced by Frank Miller in 1986 in the comics mini-series Dark Knight Returns, which was an alternate future version of Batman. But Miller also gave the ""real"" comics Batman the dark & gritty treatment in the seminal Batman: Year One story, which is perhaps the greatest Batman story ever created (also because of the effective artwork of the excellent David Mazzuchelli), and which chronicles, among other things, Bruce Wayne's initial (pre-Batman) martial arts training in a remote mountain region. In the comics, a creative force as strong as Frank Miller was bound to yield massive imitation by less original comics creators - and so the early 1990s saw the Batman character getting consistently and increasingly dark & gritty, to the extent that the entire Batman universe was based on that darkness and grit."
